MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.475,1.438449888287663,0.0,-0.0,-0.0,0.0,0
0.475,1.438449888287663,5.0,0.07639356910202716,0.07639356910202716,0.0,0
0.475,1.438449888287663,10.0,0.15186898995864465,0.15186898995864465,0.0,0
0.475,1.438449888287663,15.0,0.22559947157442395,0.22559947157442395,0.0,0
0.475,1.438449888287663,20.0,0.296810230011956,0.296810230011956,0.0,0
0.475,1.438449888287663,25.0,0.364825897728927,0.364825897728927,0.0,0
0.475,1.438449888287663,30.0,0.4289128890336392,0.4289128890336392,0.0,0
0.475,1.438449888287663,35.0,0.4883708024005024,0.4883708024005024,0.0,0
0.475,1.438449888287663,40.0,0.5429479345933005,0.5429479345933005,0.0,0
0.475,1.438449888287663,45.0,0.5918983419181759,0.5918983419181759,0.0,0
0.475,1.438449888287663,50.0,0.6352319830656977,0.6352319830656977,0.0,0
0.475,1.438449888287663,55.0,0.672812434291489,0.672812434291489,0.0,0
0.475,1.438449888287663,60.0,0.7044642250946918,0.7044642250946918,0.0,0
0.475,1.438449888287663,65.0,0.7302115436832589,0.7302115436832589,0.0,0
0.475,1.438449888287663,70.0,0.7508770501148032,0.7508770501148032,0.0,0
0.475,1.438449888287663,75.0,0.7661001558545268,0.7661001558545268,0.0,0
0.475,1.438449888287663,80.0,0.7766028165049619,0.7766028165049619,0.0,0
0.475,1.438449888287663,85.0,1.4208310956408454,0.782606403711636,0.6382246919292094,1
0.475,1.438449888287663,90.0,5.130980135745643,0.7848888373434731,4.34609129840217,1
0.475,1.8329807108324356,0.0,-0.0,-0.0,0.0,0
0.475,1.8329807108324356,5.0,0.06880930449787852,0.06880930449787852,0.0,0
0.475,1.8329807108324356,10.0,0.1367859066464097,0.1367859066464097,0.0,0
0.475,1.8329807108324356,15.0,0.20321145204105298,0.20321145204105298,0.0,0
0.475,1.8329807108324356,20.0,0.26737712649417317,0.26737712649417317,0.0,0
0.475,1.8329807108324356,25.0,0.3286804307550389,0.3286804307550389,0.0,0
0.475,1.8329807108324356,30.0,0.38656640991737234,0.38656640991737234,0.0,0
0.475,1.8329807108324356,35.0,0.44035657439395387,0.44035657439395387,0.0,0
0.475,1.8329807108324356,40.0,0.489725938961563,0.489725938961563,0.0,0
0.475,1.8329807108324356,45.0,0.5340548269080084,0.5340548269080084,0.0,0
0.475,1.8329807108324356,50.0,0.5733974664624417,0.5733974664624417,0.0,0
0.475,1.8329807108324356,55.0,0.607682130018983,0.607682130018983,0.0,0
0.475,1.8329807108324356,60.0,0.6365693683490681,0.6365693683490681,0.0,0
0.475,1.8329807108324356,65.0,0.6603357100563546,0.6603357100563546,0.0,0
0.475,1.8329807108324356,70.0,0.679329010064845,0.679329010064845,0.0,0
0.475,1.8329807108324356,75.0,0.6933874361206032,0.6933874361206032,0.0,0
0.475,1.8329807108324356,80.0,0.7031507072343468,0.7031507072343468,0.0,0
0.475,1.8329807108324356,85.0,0.86528562970946,0.7087476957816276,0.15653793392783244,1
0.475,1.8329807108324356,90.0,5.061885974059951,0.7108842449471858,4.351001729112765,1
0.475,2.3357214690901213,0.0,-0.0,-0.0,0.0,0
0.475,2.3357214690901213,5.0,0.06158059092808377,0.06158059092808377,0.0,0
0.475,2.3357214690901213,10.0,0.12225232347927885,0.12225232347927885,0.0,0
0.475,2.3357214690901213,15.0,0.1818067741836965,0.1818067741836965,0.0,0
0.475,2.3357214690901213,20.0,0.23918737929252637,0.23918737929252637,0.0,0
0.475,2.3357214690901213,25.0,0.29404294163959976,0.29404294163959976,0.0,0
0.475,2.3357214690901213,30.0,0.34595343463318906,0.34595343463318906,0.0,0
0.475,2.3357214690901213,35.0,0.39415654428596614,0.39415654428596614,0.0,0
0.475,2.3357214690901213,40.0,0.4386068559382734,0.4386068559382734,0.0,0
0.475,2.3357214690901213,45.0,0.47845256715166073,0.47845256715166073,0.0,0
0.475,2.3357214690901213,50.0,0.5139367426224929,0.5139367426224929,0.0,0
0.475,2.3357214690901213,55.0,0.5449500062759435,0.5449500062759435,0.0,0
0.475,2.3357214690901213,60.0,0.571182810539363,0.571182810539363,0.0,0
0.475,2.3357214690901213,65.0,0.5927796113507195,0.5927796113507195,0.0,0
0.475,2.3357214690901213,70.0,0.6101499789376172,0.6101499789376172,0.0,0
0.475,2.3357214690901213,75.0,0.623049035465616,0.623049035465616,0.0,0
0.475,2.3357214690901213,80.0,0.6320371098996507,0.6320371098996507,0.0,0
0.475,2.3357214690901213,85.0,0.6371849891025706,0.6371849891025706,0.0,0
0.475,2.3357214690901213,90.0,4.995217787697413,0.6391697440508116,4.356048043646601,1
0.475,2.9763514416313175,0.0,-0.0,-0.0,0.0,0
0.475,2.9763514416313175,5.0,0.05451995567001877,0.05451995567001877,0.0,0
0.475,2.9763514416313175,10.0,0.10843361234135876,0.10843361234135876,0.0,0
0.475,2.9763514416313175,15.0,0.16113616166315575,0.16113616166315575,0.0,0
0.475,2.9763514416313175,20.0,0.21219016279132905,0.21219016279132905,0.0,0
0.475,2.9763514416313175,25.0,0.2609486798133457,0.2609486798133457,0.0,0
0.475,2.9763514416313175,30.0,0.3071463150545264,0.3071463150545264,0.0,0
0.475,2.9763514416313175,35.0,0.3499777806406193,0.3499777806406193,0.0,0
0.475,2.9763514416313175,40.0,0.3896289389955716,0.3896289389955716,0.0,0
0.475,2.9763514416313175,45.0,0.42518477796197224,0.42518477796197224,0.0,0
0.475,2.9763514416313175,50.0,0.45696405050117544,0.45696405050117544,0.0,0
0.475,2.9763514416313175,55.0,0.4848178754070477,0.4848178754070477,0.0,0
0.475,2.9763514416313175,60.0,0.5083935776176952,0.5083935776176952,0.0,0
0.475,2.9763514416313175,65.0,0.527881114510387,0.527881114510387,0.0,0
0.475,2.9763514416313175,70.0,0.54363624712582,0.54363624712582,0.0,0
0.475,2.9763514416313175,75.0,0.5553743686924489,0.5553743686924489,0.0,0
0.475,2.9763514416313175,80.0,0.5635805610063984,0.5635805610063984,0.0,0
0.475,2.9763514416313175,85.0,0.5682771382921682,0.5682771382921682,0.0,0
0.475,2.9763514416313175,90.0,4.931322633150902,0.5701095979886747,4.361213035162227,1
0.475,3.79269019073225,0.0,-0.0,-0.0,0.0,0
0.475,3.79269019073225,5.0,0.04796136228283544,0.04796136228283544,0.0,0
0.475,3.79269019073225,10.0,0.0953779986105552,0.0953779986105552,0.0,0
0.475,3.79269019073225,15.0,0.14173536319414834,0.14173536319414834,0.0,0
0.475,3.79269019073225,20.0,0.18667662198692994,0.18667662198692994,0.0,0
